tweet_id,timestamp,text,source,retweeted_status_user_id,retweet_count,rating_numerator,rating_denominator,name,jpg_url,favorite_count,expanded_urls,dog_stage
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",Twitter for iPhone,,16570,14,10,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,50199,https://twitter.com/dog_rates/status/881536004380872706/video/1,pupper
880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Twitter for iPhone,,2886,13,10,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,17346,https://twitter.com/dog_rates/status/880935762899988482/photo/1,
880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Twitter for iPhone,,6546,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,29075,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",
880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,Twitter for iPhone,,4533,11,10,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,28150,https://twitter.com/dog_rates/status/880095782870896641/photo/1,
879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Twitter for iPhone,,45849,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,107956,https://twitter.com/dog_rates/status/879415818425184262/video/1,
879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Twitter for iPhone,,2812,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,19317,https://twitter.com/dog_rates/status/879008229531029506/photo/1,
878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Twitter for iPhone,,7181,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,42876,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",
877316821321428993,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Twitter for iPhone,,5414,13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,27907,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",
876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Twitter for iPhone,,3506,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,21125,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",pupper
876484053909872640,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Twitter for iPhone,,2511,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,19163,https://twitter.com/dog_rates/status/876484053909872640/photo/1,
875747767867523072,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Twitter for iPhone,,4497,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,25773,https://twitter.com/dog_rates/status/875747767867523072/photo/1,
874680097055178752,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Twitter for iPhone,,4875,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,28439,https://twitter.com/dog_rates/status/874680097055178752/photo/1,
874296783580663808,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Twitter for iPhone,,4308,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,26651,https://twitter.com/dog_rates/status/874296783580663808/photo/1,pupper
874012996292530176,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Twitter for iPhone,,11007,13,10,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,35501,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",puppo
873580283840344065,2017-06-10 16:39:04+00:00,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",Twitter for iPhone,,4143,13,10,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,24837,https://twitter.com/dog_rates/status/873580283840344065/photo/1,
873213775632977920,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Twitter for iPhone,,1667,12,10,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,7467,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",pupper
872820683541237760,2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",Twitter for iPhone,,3884,13,10,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,15029,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",
872620804844003328,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Twitter for iPhone,,3911,13,10,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,21309,https://twitter.com/dog_rates/status/872620804844003328/photo/1,
872261713294495745,2017-06-07 01:19:32+00:00,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Twitter for iPhone,,6649,13,10,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,35085,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",
871879754684805121,2017-06-06 00:01:46+00:00,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Twitter for iPhone,,11918,13,10,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,39090,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",
871515927908634625,2017-06-04 23:56:03+00:00,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Twitter for iPhone,,3628,12,10,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,20730,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",doggo
870804317367881728,2017-06-03 00:48:22+00:00,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,Twitter for iPhone,,6393,11,10,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,33791,https://twitter.com/dog_rates/status/870804317367881728/photo/1,
870656317836468226,2017-06-02 15:00:16+00:00,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Twitter for iPhone,,2817,13,10,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,12819,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",
870308999962521604,2017-06-01 16:00:09+00:00,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Twitter for iPhone,,4384,13,10,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,22453,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",
869702957897576449,2017-05-30 23:51:58+00:00,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Twitter for iPhone,,6728,13,10,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,29116,https://twitter.com/dog_rates/status/869702957897576449/photo/1,
869227993411051520,2017-05-29 16:24:37+00:00,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Twitter for iPhone,,4023,13,10,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,21112,https://twitter.com/dog_rates/status/869227993411051520/photo/1,
868552278524837888,2017-05-27 19:39:34+00:00,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Twitter for iPhone,,2240,12,10,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,10539,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",
867774946302451713,2017-05-25 16:10:44+00:00,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,Twitter for iPhone,,7788,13,10,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,35179,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",
866686824827068416,2017-05-22 16:06:55+00:00,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,Twitter for iPhone,,3727,12,10,Lili,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,20070,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",
866334964761202691,2017-05-21 16:48:45+00:00,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,Twitter for iPhone,,15546,12,10,Coco,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,54720,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",
865718153858494464,2017-05-19 23:57:46+00:00,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",Twitter for iPhone,,6008,13,10,Boomer,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,26640,https://twitter.com/dog_rates/status/865718153858494464/photo/1,
865006731092295680,2017-05-18 00:50:50+00:00,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,Twitter for iPhone,,8209,13,10,Nelly,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,29063,https://twitter.com/dog_rates/status/865006731092295680/photo/1,
864279568663928832,2017-05-16 00:41:21+00:00,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,Twitter for iPhone,,3266,12,10,Meatball,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,15195,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",
863907417377173506,2017-05-15 00:02:33+00:00,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,Twitter for iPhone,,4441,13,10,Albus,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,21477,"https://twitter.com/dog_rates/status/863907417377173506/photo/1,https://twitter.com/dog_rates/status/863907417377173506/photo/1",
863062471531167744,2017-05-12 16:05:02+00:00,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",Twitter for iPhone,,2687,13,10,Quinn,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,8945,"https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",
862722525377298433,2017-05-11 17:34:13+00:00,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",Twitter for iPhone,,3809,11,10,Dave,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,17779,https://twitter.com/dog_rates/status/862722525377298433/photo/1,
862096992088072192,2017-05-10 00:08:34+00:00,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,Twitter for iPhone,,21840,13,10,,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,66437,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",
861383897657036800,2017-05-08 00:54:59+00:00,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,Twitter for iPhone,,11528,13,10,Hobbes,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,37744,https://twitter.com/dog_rates/status/861383897657036800/photo/1,
861005113778896900,2017-05-06 23:49:50+00:00,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,Twitter for iPhone,,4119,12,10,Burt,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,17538,https://twitter.com/dog_rates/status/861005113778896900/photo/1,
860524505164394496,2017-05-05 16:00:04+00:00,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,Twitter for iPhone,,5698,13,10,Carl,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,24678,https://twitter.com/dog_rates/status/860524505164394496/photo/1,
860184849394610176,2017-05-04 17:30:24+00:00,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog not, there is no try https://t.co/upRYxG4KbG",Twitter for iPhone,,6295,14,10,,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,17474,https://twitter.com/dog_rates/status/860184849394610176/photo/1,
859924526012018688,2017-05-04 00:15:58+00:00,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,Twitter for iPhone,,4349,12,10,Milky,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,20021,https://twitter.com/dog_rates/status/859924526012018688/photo/1,
859607811541651456,2017-05-03 03:17:27+00:00,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,Twitter for iPhone,,1704,13,10,,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,19476,https://twitter.com/dog_rates/status/859607811541651456/photo/1,puppo
859074603037188101,2017-05-01 15:58:40+00:00,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohana means. 13/10 would pet https://t.co/gEsymGTXCT,Twitter for iPhone,,14740,13,10,,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,35553,https://twitter.com/dog_rates/status/859074603037188101/photo/1,
858843525470990336,2017-05-01 00:40:27+00:00,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,Twitter for iPhone,,3771,13,10,,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,16304,https://twitter.com/dog_rates/status/858843525470990336/photo/1,doggo
858107933456039936,2017-04-28 23:57:28+00:00,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,Twitter for iPhone,,3154,12,10,Wyatt,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,16524,https://twitter.com/dog_rates/status/858107933456039936/photo/1,
857746408056729600,2017-04-28 00:00:54+00:00,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,Twitter for iPhone,,11524,13,10,Thor,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,36021,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",
